Table,File,Order,Column,Action,Type,Block,Meaning,Missing,StataName
TermDocs,core/TermDocs.parquet,3,Family,keep,VARCHAR,Term,"The term family searched for: Pandemic, Disruption, RateReform, Regulation or Boilerplate.",never,Family
TermDocs,core/TermDocs.parquet,4,nHits,keep,INTEGER,Term,Occurrences of any term of the family; a term found twice counts twice.,never,nHits
TermDocs,core/TermDocs.parquet,5,nTerms,keep,INTEGER,Term,Distinct terms of the family found.,never,nTerms
TermDocs,core/TermDocs.parquet,6,HasTerm,keep,INTEGER,Term,1 where nHits is positive.,never,HasTerm
TermDocs,core/TermDocs.parquet,7,FirstPos,keep,DOUBLE,Term,"Relative position of the first hit: 0 at the start of the text, 1 at its end.",nHits is 0,FirstPos
TermDocs,core/TermDocs.parquet,8,PerKWords,keep,DOUBLE,Term,nHits per thousand words of the contract.,the contract has no word count,PerKWords
CtoOrders,core/CtoOrders.parquet,1,OrderDocID,keep,VARCHAR,Order,The order's own document on EDGAR; its text is in text/cto.,never,OrderDocID
CtoOrders,core/CtoOrders.parquet,2,OrderCIK,keep,VARCHAR,Order,The filer the order was addressed to.,never,OrderCIK
CtoOrders,core/CtoOrders.parquet,3,OrderDate,keep,DATE,Order,The day the order was filed.,never,OrderDate
CtoOrders,core/CtoOrders.parquet,4,Status,keep,VARCHAR,Order,"GRANTING, DENYING or REVOKING, as the order's title states.",the order's text is empty,Status
CtoOrders,core/CtoOrders.parquet,5,IsExtension,keep,INTEGER,Order,1 where the order extends an earlier grant.,never,IsExtension
CtoOrders,core/CtoOrders.parquet,6,ExhibitNo,keep,VARCHAR,Reference,"The exhibit number the order names, such as 10.1.",no reference could be read,ExhibitNo
CtoOrders,core/CtoOrders.parquet,7,SourceForm,keep,VARCHAR,Reference,"The form the order says the exhibit was filed with, as written; a few values are truncated.",the order names none,SourceForm
CtoOrders,core/CtoOrders.parquet,8,SourceFiledOn,keep,DATE,Reference,The filing date the order gives for that form.,the order names none,SourceFiledOn
CtoOrders,core/CtoOrders.parquet,9,ReleaseDate,keep,DATE,Order,When the granted treatment ends.,the order states none,ReleaseDate
CtoOrders,core/CtoOrders.parquet,10,HashIndex,keep,VARCHAR,Link,The filing the reference was resolved to.,the filing was not found,HashIndex
CtoOrders,core/CtoOrders.parquet,11,DocID,keep,VARCHAR,Link,The contract the reference was resolved to. Joins to Contracts on DocID.,the link failed (see LinkStatus),DocID
CtoOrders,core/CtoOrders.parquet,12,LinkStatus,keep,VARCHAR,Link,"A-linked where the order was linked to a contract; otherwise the numbered step at which linking failed (1 no reference read, 2 not an Exhibit 10, 3 source filing not named, 4 filing not on EDGAR, 5 filing ambiguous, 6 no exhibit retrieved from that filing, 7 exhibit ambiguous, 8 lettered exhibit number, 9 exhibit not among those retrieved).",never,LinkStatus
Labels,core/Labels.parquet,1,DocID,keep,VARCHAR,Label,The labelled contract. Joins to Contracts on DocID.,never,DocID
Labels,core/Labels.parquet,2,DocDesc,keep,VARCHAR,Label,"The filer's description of the exhibit, as in Contracts.",the filer gave none,DocDesc
Labels,core/Labels.parquet,3,DocName,keep,VARCHAR,Label,"EDGAR's file name of the attachment, as in Contracts.",never,DocName
Labels,core/Labels.parquet,4,ClassBroad,keep,VARCHAR,Label,The broad category the annotators gave: the roll-up of ClassDetailed.,never,ClassBroad
Labels,core/Labels.parquet,5,ClassDetailed,keep,VARCHAR,Label,"The detailed category the annotators gave, one of twelve.",never,ClassDetailed
Labels,core/Labels.parquet,6,ClassDetailed2,keep,VARCHAR,Label,"A second detailed category, where the annotators judged the contract to belong to two.",the contract has one category,ClassDetailed2
Labels,core/Labels.parquet,7,AmendType,keep,VARCHAR,Label,"Original or Amended, as the annotators judged.",never,AmendType
Labels,core/Labels.parquet,8,LabelRound,keep,VARCHAR,Label,"The labelling round, Round1 or Round2 (Online Appendix C).",never,LabelRound
Labels,core/Labels.parquet,9,Fold,keep,INTEGER,Label,"The cross-validation fold, 1 to 5, in which the contract was held out when the classifiers were scored.",never,Fold
Labels,core/Labels.parquet,10,Text,drop,VARCHAR,Label,"The contract's text as the classifiers read it: not repeated here, it is in text/.",never,Text
KeywordTerms,core/KeywordTerms.parquet,1,Task,add,VARCHAR,Keyword,"The classification task: ClassDetailed, ClassBroad or AmendType.",never,Task
KeywordTerms,core/KeywordTerms.parquet,2,Class,keep,VARCHAR,Keyword,The category the term points to.,never,Class
KeywordTerms,core/KeywordTerms.parquet,3,Rank,keep,INTEGER,Keyword,"Rank of the term within its category, by Power.",never,Rank
KeywordTerms,core/KeywordTerms.parquet,4,Term,keep,VARCHAR,Keyword,"The keyword: one to three lower-case words, searched in the first 256 words of a document.",never,Term
KeywordTerms,core/KeywordTerms.parquet,5,Power,keep,DOUBLE,Keyword,The term's strength: the lower bound of the Wilson interval of its precision.,never,Power
KeywordTerms,core/KeywordTerms.parquet,6,Precision,keep,DOUBLE,Keyword,Share of the labelled documents containing the term that belong to the category.,never,Precision
KeywordTerms,core/KeywordTerms.parquet,7,HitsPos,keep,INTEGER,Keyword,Labelled documents of the category that contain the term.,never,HitsPos
KeywordTerms,core/KeywordTerms.parquet,8,HitsTot,keep,INTEGER,Keyword,Labelled documents that contain the term.,never,HitsTot
KeywordTerms,core/KeywordTerms.parquet,9,NFilers,keep,INTEGER,Keyword,Distinct filers among those documents.,never,NFilers
KeywordTerms,core/KeywordTerms.parquet,10,FilerRatio,keep,DOUBLE,Keyword,NFilers relative to HitsPos: low where one filer's boilerplate carries the term.,never,FilerRatio
KeywordTerms,core/KeywordTerms.parquet,11,MarginalReach,keep,DOUBLE,Keyword,Share of the category's labelled documents the term reaches that no higher-ranked term reached.,never,MarginalReach
KeywordTerms,core/KeywordTerms.parquet,12,CumReach,keep,DOUBLE,Keyword,Share reached by this term and all higher-ranked ones together.,never,CumReach
KeywordTerms,core/KeywordTerms.parquet,13,Folds,keep,INTEGER,Keyword,"Cross-validation folds, of five, in which the term was selected.",never,Folds
ContractIndex,core/ContractIndex.csv.gz,1,DocID,keep,VARCHAR,Identification,"One registrant's copy of an Exhibit 10 attachment: the registrant's CIK and a hash of the attachment, joined by a hyphen. Unique in this table and the key every other table joins on.",never,DocID
ContractIndex,core/ContractIndex.csv.gz,2,AccessionNumber,add,VARCHAR,Identification,"The filing's accession number, read from UrlIndexPage.",never,AccessionNumber
ContractIndex,core/ContractIndex.csv.gz,3,CIK,keep,VARCHAR,Identification,"The registrant's Central Index Key on EDGAR. With DateFiled, the key for matching other databases.",never,CIK
ContractIndex,core/ContractIndex.csv.gz,4,CompanyName,keep,VARCHAR,Identification,The registrant's name as EDGAR recorded it for this filing.,never,CompanyName
ContractIndex,core/ContractIndex.csv.gz,5,FormType,keep,VARCHAR,Identification,"The form the attachment was filed with: 8-K, 10-K, 10-Q, S-1 and so on.",never,FormType
ContractIndex,core/ContractIndex.csv.gz,6,DateFiled,keep,DATE,Identification,The day EDGAR accepted the filing.,never,DateFiled
ContractIndex,core/ContractIndex.csv.gz,7,DocName,keep,VARCHAR,Identification,EDGAR's file name of the attachment. With the CIK and the accession number it locates the document on EDGAR.,never,DocName
ContractIndex,core/ContractIndex.csv.gz,8,DocSeq,keep,INTEGER,Identification,Position of the attachment in the filing's list of documents.,never,DocSeq
ContractIndex,core/ContractIndex.csv.gz,9,DocDesc,keep,VARCHAR,Identification,"The filer's own description of the exhibit, as free text.",the filer gave none,DocDesc
ContractIndex,core/ContractIndex.csv.gz,10,Class,keep,VARCHAR,Classification,"Contract type, twelve categories: the label the paper uses.",the attachment holds no text the classifiers could read (741 attachments),Class
ContractIndex,core/ContractIndex.csv.gz,11,ClassRollup,keep,VARCHAR,Classification,"Broad contract type, seven categories: the broad category of Class, as the paper uses it. The part of Class before the colon; Customer / Supplier and R&D roll up to Purchases and Sales; Leases, Licenses and Other stand alone.",the attachment holds no text the classifiers could read (741 attachments),ClassRollup
ContractIndex,core/ContractIndex.csv.gz,12,ClassBroad,keep,VARCHAR,Classification,"Broad contract type from the additional broad classifier (see BertClassBroad). Where it differs from ClassRollup, HierConsistent is FALSE.",the attachment holds no text the classifiers could read (741 attachments),ClassBroad
ContractIndex,core/ContractIndex.csv.gz,13,AmendType,keep,VARCHAR,Classification,Original or Amended: the label the paper uses.,the attachment holds no text the classifiers could read (741 attachments),AmendType
ContractIndex,core/ContractIndex.csv.gz,14,HasCto,keep,INTEGER,Orders,1 where a confidential treatment order granted treatment for this contract. Orders that denied or revoked treatment do not count.,never,HasCto
ContractIndex,core/ContractIndex.csv.gz,15,nRedactExplicit,keep,INTEGER,Redactions,"Bracketed markers that name confidential treatment, such as [Confidential Treatment Requested].",never,nRedactExplicit
ContractIndex,core/ContractIndex.csv.gz,16,nRedactSymbol,keep,INTEGER,Redactions,"Bracketed markers holding a symbol, such as [*] or [ ].",never,nRedactSymbol
ContractIndex,core/ContractIndex.csv.gz,17,nRedactBlank,keep,INTEGER,Redactions,Empty brackets.,never,nRedactBlank
ContractIndex,core/ContractIndex.csv.gz,18,PrimaryFiler,keep,INTEGER,Copies,1 on the one copy of each attachment the entity variables were computed from; the other copies carry the same values. Count contracts on PrimaryFiler == 1.,never,PrimaryFiler
ContractIndex,core/ContractIndex.csv.gz,19,Removed,keep,BOOLEAN,Screening,"TRUE where the attachment failed the screen for usable text (reason in RemClass). These attachments stay in the table, flagged, so that what was set aside remains visible.",never,Removed
ContractIndex,core/ContractIndex.csv.gz,20,RemClass,keep,VARCHAR,Screening,"Why the attachment was set aside: too short, not prose, mostly digits, or no readable text.",Removed is FALSE,RemClass
ContractIndex,core/ContractIndex.csv.gz,21,UrlDocument,keep,VARCHAR,Identification,Address of the attachment on EDGAR.,never,UrlDocument
ContractIndex,core/ContractIndex.csv.gz,22,UrlIndexPage,keep,VARCHAR,Identification,"Address of the filing's index page on EDGAR, which lists every document of the filing and contains the accession number.",never,UrlIndexPage
Text,text/<type>/<type>_<year>.parquet,1,DocID,keep,VARCHAR,Document,"The document: DocID of Contracts for Exhibit 10 attachments, DocID of Summaries for 8-K and 8-K/A reports, OrderDocID of CtoOrders for confidential treatment orders.",never,DocID
Text,text/<type>/<type>_<year>.parquet,2,YQ,keep,VARCHAR,Document,"Filing year and quarter, such as 2012-1.",never,YQ
Text,text/<type>/<type>_<year>.parquet,3,DocExt,keep,VARCHAR,Document,"File type as filed: htm, html, txt or pdf; a few in upper case.",never,DocExt
Text,text/<type>/<type>_<year>.parquet,4,ErrParse,keep,BOOLEAN,Document,TRUE where the text could not be extracted (two PDF attachments).,never,ErrParse
Text,text/<type>/<type>_<year>.parquet,5,MsgParse,keep,VARCHAR,Document,The parser's error message.,ErrParse is FALSE,MsgParse
Text,text/<type>/<type>_<year>.parquet,6,HTML,keep,VARCHAR,Document,"The document as retrieved from EDGAR: the markup of an HTML filing, the plain text of a .txt filing.",see the README for PDF documents,HTML
Text,text/<type>/<type>_<year>.parquet,7,TextRaw,keep,VARCHAR,Document,"The document's text, exactly as every variable, span offset and model read it. In some HTML documents, quotation marks, apostrophes and dashes appear as control characters (U+0080 to U+009F); the README gives a one-line repair that keeps every offset valid.",the document holds no text,TextRaw
org_mentions,spans/org_mentions.parquet,1,DocID,keep,VARCHAR,Mention,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
org_mentions,spans/org_mentions.parquet,2,PartyKey,keep,VARCHAR,Party,"Key of the party after the spellings of one organisation were merged: one party, one key.",placeholder row of a contract without organisation,PartyKey
org_mentions,spans/org_mentions.parquet,3,PartyName,keep,VARCHAR,Party,"The party's name, in the spelling chosen to name it.",as PartyKey,PartyName
org_mentions,spans/org_mentions.parquet,4,PartyRole,keep,VARCHAR,Party,"The party's role: registrant, cofiler, counterparty, signatory, other, or none on the placeholder row of a contract where no organisation was found.",never,PartyRole
org_mentions,spans/org_mentions.parquet,5,MatchKind,keep,VARCHAR,Party,"How the party was matched to the registrant: exact, prefix, fallback, cofiler (another registrant of the filing), or none.",never,MatchKind
org_mentions,spans/org_mentions.parquet,6,NameFrom,keep,VARCHAR,Party,Which spelling names the party: matched member (the spelling matched to the registrant) or most mentioned.,as PartyKey,NameFrom
org_mentions,spans/org_mentions.parquet,7,MergeKind,keep,VARCHAR,Party,"How the spellings were merged into the party: alone, prefix or fragment.",as PartyKey,MergeKind
org_mentions,spans/org_mentions.parquet,8,SpanKey,keep,VARCHAR,Mention,Normalised key of this spelling before merging; nUniSpellingsNaive in Contracts counts these.,as PartyKey,SpanKey
org_mentions,spans/org_mentions.parquet,9,SpanText,keep,VARCHAR,Mention,The mention as written in TextRaw.,as PartyKey,SpanText
org_mentions,spans/org_mentions.parquet,10,MentionStart,keep,INTEGER,Mention,0-based offset of the span's first character in TextRaw.,as PartyKey,MentionStart
org_mentions,spans/org_mentions.parquet,11,MentionStop,keep,INTEGER,Mention,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",as PartyKey,MentionStop
org_mentions,spans/org_mentions.parquet,12,IsFirst,keep,BOOLEAN,Mention,TRUE on the party's first mention in the contract.,as PartyKey,IsFirst
places_geo,spans/places_geo.parquet,1,DocID,keep,VARCHAR,Place,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
places_geo,spans/places_geo.parquet,2,PlaceStart,keep,DOUBLE,Place,0-based offset of the span's first character in TextRaw. Stored as a whole-numbered double.,never,PlaceStart
places_geo,spans/places_geo.parquet,3,PlaceStop,keep,INTEGER,Place,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",never,PlaceStop
places_geo,spans/places_geo.parquet,4,PlaceText,keep,VARCHAR,Place,The place name as written in TextRaw.,never,PlaceText
places_geo,spans/places_geo.parquet,5,GeoUnit,keep,VARCHAR,Place,The gazetteer's name for what the place resolved to.,never,GeoUnit
places_geo,spans/places_geo.parquet,6,GeoLevel,keep,VARCHAR,Place,"What it resolved to: Country, State, County or City.",never,GeoLevel
places_geo,spans/places_geo.parquet,7,GeoState,keep,VARCHAR,Place,"The US state, where the place gives one.",the place is outside the US or names no state,GeoState
places_geo,spans/places_geo.parquet,8,GeoCounty,keep,VARCHAR,Place,"The county of a US city, for reading.",the place is not a US city,GeoCounty
places_geo,spans/places_geo.parquet,9,GeoCountryIso,keep,VARCHAR,Place,ISO 3166 alpha-3 country code; USA for US places.,the place resolved to no country,GeoCountryIso
places_geo,spans/places_geo.parquet,10,GeoCountry,keep,VARCHAR,Place,"The country's name; spellings vary, count on GeoCountryIso.",as GeoCountryIso,GeoCountry
places_geo,spans/places_geo.parquet,11,GeoStateFrom,keep,VARCHAR,Place,"How the US state was found: named (the place is a state), unique (a city in one state only), named nearby (a state named next to it), unresolved, or none.",never,GeoStateFrom
places_geo,spans/places_geo.parquet,12,Ambiguous,keep,BOOLEAN,Place,"TRUE where the name exists under more than one parent in the gazetteer, such as a city name in several states.",never,Ambiguous
places_geo,spans/places_geo.parquet,13,PartyKey,keep,VARCHAR,Party,"The party the place was attached to, as in org_mentions.",the place attached to no party,PartyKey
places_geo,spans/places_geo.parquet,14,MentionStart,keep,INTEGER,Party,Offset of the party mention the place was attached through.,as PartyKey,MentionStart
places_geo,spans/places_geo.parquet,15,MentionIsFirst,keep,BOOLEAN,Party,TRUE where that mention is the party's first.,as PartyKey,MentionIsFirst
places_geo,spans/places_geo.parquet,16,DistToParty,keep,INTEGER,Party,Characters from the end of that mention to the place.,as PartyKey,DistToParty
places_geo,spans/places_geo.parquet,17,Attached,keep,BOOLEAN,Party,TRUE where the place falls within reach of a party mention.,never,Attached
places_geo,spans/places_geo.parquet,18,InLawClause,keep,BOOLEAN,Place,"TRUE where the place sits in a governing-law clause, so it is a jurisdiction and never attached to a party.",never,InLawClause
law_clauses,spans/law_clauses.parquet,1,DocID,keep,VARCHAR,Clause,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
law_clauses,spans/law_clauses.parquet,2,LawStart,keep,DOUBLE,Clause,0-based offset of the span's first character in TextRaw. Stored as a whole-numbered double.,never,LawStart
law_clauses,spans/law_clauses.parquet,3,LawStop,keep,INTEGER,Clause,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",never,LawStop
law_clauses,spans/law_clauses.parquet,4,LawKind,keep,VARCHAR,Clause,"The wording that identified the clause: GoverningLaw (a heading), GovernedBy, GovernedByConstrued, ConstruedAccordance, LawsOfState, LawsOfCommonwealth, SubmitJurisdiction or SelfReferential.",never,LawKind
law_clauses,spans/law_clauses.parquet,5,Jurisdiction,keep,VARCHAR,Clause,The state or country the clause names.,the clause names none,Jurisdiction
law_clauses,spans/law_clauses.parquet,6,JurisdictionLevel,keep,VARCHAR,Clause,State or Country.,as Jurisdiction,JurisdictionLevel
date_spans,spans/date_spans.parquet,1,DocID,keep,VARCHAR,Date,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
date_spans,spans/date_spans.parquet,2,DateStart,keep,INTEGER,Date,0-based offset of the span's first character in TextRaw.,never,DateStart
date_spans,spans/date_spans.parquet,3,DateStop,keep,INTEGER,Date,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",never,DateStop
date_spans,spans/date_spans.parquet,4,DateText,keep,VARCHAR,Date,The date as written in TextRaw.,never,DateText
date_spans,spans/date_spans.parquet,5,DateValue,keep,DATE,Date,The calendar date it stands for.,never,DateValue
date_spans,spans/date_spans.parquet,6,Parsed,keep,BOOLEAN,Date,TRUE on every row: only dates that could be read are kept.,never,Parsed
date_spans,spans/date_spans.parquet,7,GapDays,keep,INTEGER,Date,Days from the filing date to this date; negative before it.,never,GapDays
date_spans,spans/date_spans.parquet,8,Side,keep,VARCHAR,Date,"before filing, same day or after filing.",never,Side
date_spans,spans/date_spans.parquet,9,HasEndCue,keep,BOOLEAN,Date,"TRUE where an end cue (ending, through, until, terminat..., expir..., maturit...) stands in the 160 characters before the date.",never,HasEndCue
date_spans,spans/date_spans.parquet,10,CueHit,keep,VARCHAR,Date,Which cue it was.,HasEndCue is FALSE,CueHit
term_spans,spans/term_spans.parquet,1,DocID,keep,VARCHAR,Period,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
term_spans,spans/term_spans.parquet,2,TermStart,keep,INTEGER,Period,0-based offset of the span's first character in TextRaw.,never,TermStart
term_spans,spans/term_spans.parquet,3,TermStop,keep,INTEGER,Period,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",never,TermStop
term_spans,spans/term_spans.parquet,4,TermText,keep,VARCHAR,Period,The period as written in TextRaw.,never,TermText
term_spans,spans/term_spans.parquet,5,TermKind,keep,VARCHAR,Period,"The phrasing that matched: UnitPeriod ('five (5) years'), PeriodOf ('a period of five years'), Anniversary ('the fifth anniversary'), ContinueFor ('continue for five years'), UnitTerm ('a five-year term') or OpenEnded.",never,TermKind
term_spans,spans/term_spans.parquet,6,TermN,keep,DOUBLE,Period,The number the contract wrote.,IsOpen is TRUE,TermN
term_spans,spans/term_spans.parquet,7,TermUnit,keep,VARCHAR,Period,"The unit it wrote: day, week, month or year; open for an open-ended clause.",never,TermUnit
term_spans,spans/term_spans.parquet,8,TermYears,keep,DOUBLE,Period,The period in years.,IsOpen is TRUE,TermYears
term_spans,spans/term_spans.parquet,9,IsOpen,keep,BOOLEAN,Period,TRUE where the clause states the contract has no fixed length.,never,IsOpen
term_spans,spans/term_spans.parquet,10,PeriodKind,keep,VARCHAR,Period,"What the period governs, from the word before it: term, notice, cure, survival or other. Descriptive only; no variable uses it.",never,PeriodKind
term_spans,spans/term_spans.parquet,11,PeriodCue,keep,VARCHAR,Period,The word that set PeriodKind.,PeriodKind is other,PeriodCue
redact_spans,spans/redact_spans.parquet,1,DocID,keep,VARCHAR,Marker,The contract (its primary copy). Joins to Contracts on DocID.,never,DocID
redact_spans,spans/redact_spans.parquet,2,MarkStart,keep,INTEGER,Marker,0-based offset of the span's first character in TextRaw.,never,MarkStart
redact_spans,spans/redact_spans.parquet,3,MarkStop,keep,INTEGER,Marker,"Offset one past the span's last character, so the span is TextRaw[Start:Stop] in Python and stri_sub(TextRaw, Start + 1, Stop) in R.",never,MarkStop
redact_spans,spans/redact_spans.parquet,4,MarkText,keep,VARCHAR,Marker,The marker as written in TextRaw.,never,MarkText
redact_spans,spans/redact_spans.parquet,5,Kind,keep,VARCHAR,Marker,"RedactExplicit, RedactSymbol, RedactBlank, RedactBare, OmitExplicit or OmitSymbol: the classes the redaction counts in Contracts use.",never,Kind
redact_spans,spans/redact_spans.parquet,6,Bracketed,keep,BOOLEAN,Marker,"TRUE for the five bracketed kinds, FALSE for RedactBare.",never,Bracketed
redact_spans,spans/redact_spans.parquet,7,Withheld,keep,BOOLEAN,Marker,"TRUE where text was withheld (a redaction), FALSE for an omission placeholder such as [Intentionally Omitted].",never,Withheld
redact_spans,spans/redact_spans.parquet,8,RedactedEntity,drop,VARCHAR,Marker,Link to the amount a marker replaced: not published with the amounts.,never,RedactedEntity
redact_spans,spans/redact_spans.parquet,9,RedactedRef,drop,INTEGER,Marker,Offset of that amount: not published.,never,RedactedRef
redact_spans,spans/redact_spans.parquet,10,RedactedText,drop,VARCHAR,Marker,That amount as written: not published.,never,RedactedText
